accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
52,avalanche,f5af3e79-245d-47d4-8c4a-e80da0988d01,2025-03-23,39.7863221,-105.87796,CO,"West Fork Clear Creek, northeast of Jones Pass",,,avalanche,backcountry_skiing,minor,0,1,"North facing slope. 120 feet wide, 800 ft long. Snowboarder caught but not buried at all."
53,avalanche,a656c29b-52dc-4b25-9a26-0f8defedb32b,2025-03-22,60.815216,-149.218522,AK,"Seattle Ridge, northwest of Turnagain Pass",,,avalanche,snowmobiling,fatal,1,1,"On the morning of Saturday, March 22, 2025 a group of four headed to Turnagain Pass to ride snowmachines. They were aware of the avalanche center, but at least one had not read the avalanche forecast for that day. They had initially planned on riding in the flats near the parking lot, but ultimately rode up to Seattle Ridge and descended into Main Bowl, west of the ridge. They had three snowmachines with two riders doubling on one of the machines. After riding in Main Bowl, they worked their way south along the ridge and descended into Warm-up Bowl.

There is a terrain feature in the upper part of Warm-up Bowl that can be used as a natural snowmachine jump. The jump feature sits directly below a large slope that a rider has to climb a short way up to turn downhill before hitting the jump. There were multiple tracks on and around this terrain feature before the group started riding. The two riders who were doubling made their way down into the bowl to this feature. The feature itself is a major catchment area, acting as a terrain trap for the overhead avalanche path. Rider 1 wanted to jump, so they dropped off Rider 2 at the base of the slope near the jump feature along with their avalanche airbag pack, then proceeded to hit the jump. Riders 3 and 4 remained at the top of the ridge and were watching from above.

Around 2:30 pm, Rider 1, while near the bottom of the slope above the jump, triggered a large slab avalanche that released approximately 200’ above them. The avalanche caught Rider 1, who struggled to get off to the side of the moving debris. Rider 3 said they almost made it off the slab before the snowmachine turned over, and both the machine and rider were carried into the terrain trap (jump feature). Rider 2 remained near the jump feature during the avalanche, and when the debris came to rest, they were roughly 20 to 100’ away from the looker’s left side of the debris. Riders 3 and 4, after witnessing the avalanche, rode down to the debris and quickly realized both the snowmachine and rider were fully buried."
54,avalanche,c48c2254-85fe-4973-b2ea-6343c8da04d4,2025-03-15,37.8442509,-107.8138614,CO,"Nevada Gulch, southeast of Ophir",,,avalanche,backcountry_skiing,minor,0,2,
55,avalanche,64c4dfa9-0fe1-4ca9-92a3-a6fcd270a6e5,2025-03-14,37.9144214,-107.7123438,CO,Commodore Gulch,,,avalanche,backcountry_skiing,minor,0,2,
56,avalanche,f6b2b0b2-2de9-43f1-82a9-4daa5fc41542,2025-03-14,39.0223577,-106.7894705,CO,Express Creek,,,avalanche,backcountry_skiing,minor,0,1,"Triggered an avalanche on a small test slope that broke above me, carrying me a couple feet down the slope. The avalanche was medium relative to the path (R3) and was relatively harmless to people (D1), breaking underneath the new snow on 1.5mm FCsf. There was a notable crack across the bed surface where the avalanche stepped down and failed on a deeper buried weak layer (large depth hoar) but did not slide on this layer."
57,avalanche,ffea20aa-f4aa-4fde-a543-75a8555bf8b7,2025-03-13,43.16381,-122.22698,OR,Mt Bailey,,,avalanche,backcountry_skiing,fatal,1,7,"The group rode from the drop-off site to the top of the avalanche path shortly after 1500. They were positioned at the top of the slope on the skiers’ left side of the avalanche path.  The 1st rider (guide) placed a ski cut across the slope to skiers’ right.  A second guide positioned himself high and skiers’ right of the slope, but did not descend.  Rider 1 (guide) descended the slope.  Riders two through five (all clients) rode the slope without incident.  Rider 6 (client) descended and was nearing the bottom when the slide occurred.  Rider 7 (client) had begun his descent and likely triggered the avalanche (In interviews, rider 7 reported seeing crack propagation as he skied across the start zone).  He was able to stay above the fracture.  

At the time of the avalanche, riders 1-6 were beneath or near the bottom of the slope.  Two guides and five clients remained at the top of the slope.

Specifically:  Rider 1 (guide) and rider 5 (client) were in the runout zone. Rider 1 was able to deploy his avalanche airbag, but both of these individuals were partially buried by the avalanche.  Rider 6 was still descending, nearing the bottom of the slope, and was overtaken and buried by the avalanche.  Riders 2, 3, and 4 were positioned at the edge of the runout to the skiers' left.  Riders 2 and 3 were knocked off their feet but not buried, and rider 4 was able to avoid being caught by riding away as he saw the avalanche coming."
58,avalanche,ff7409ae-63bf-459d-9e4d-253d19a3272c,2025-03-09,39.0728695,-107.287121,CO,Chair Mountain,,,avalanche,backcountry_skiing,minor,0,1,
59,avalanche,3c61c115-5820-4075-bd99-34d5cfa96eb9,2025-03-08,39.04156,-107.18924,CO,Yule Creek,,,avalanche,backcountry_skiing,serious,0,2,"Skiers 1 and 2 were familiar with the terrain in Yule Creek and current avalanche conditions. They left the trailhead and ascended a commonly used skin track up Marble Peak. They planned to “look around” and decide where they wanted to ski down. From Marble Peak, they decided to seek out north-facing, sheltered terrain further down the ridge to find better ski conditions. 

After one short run in north-facing terrain, they skinned back to the ridge and started their descent from a point on the ridge with numerous other recent tracks. Skiers 1 and 2 descended the upper portion of the slope and regrouped. Skier 1 descended the next portion of the slope first, avoiding the steepest section above the gully, and waited for Skier 2. 

Skier 2 skied into the steeper section and triggered the avalanche within his first few turns. The avalanche immediately knocked him over and carried him about 100 vertical feet before slamming him into a tree. He was seriously injured."
60,avalanche,e1ad97aa-8851-4d4e-8a8c-aa6c64df0d21,2025-03-08,39.6496385,-106.3667442,CO,Gore Range,,,avalanche,backcountry_skiing,minor,0,1,
61,avalanche,b56a7c70-9127-460d-bdc1-0a85d75e431a,2025-03-08,39.6433243,-106.3780801,CO,Gore Range,,,avalanche,backcountry_skiing,minor,0,1,
62,avalanche,7fb39583-b826-4495-b3e4-d3d35de74a68,2025-03-08,38.8555769,-107.2496943,CO,Schaefer Creek,,,avalanche,snowmobiling,minor,0,1,"A snowmobiler triggered, was caught, and managed to ride out of a large avalanche in Schaefer Creek, west of Kebler Pass. The avalanche occurred on a north-facing near treeline slope. The rider was not injured."
63,avalanche,998efdf7-b934-455c-875e-396a9451989f,2025-03-07,40.3102938,-105.6714844,CO,"Flattop Mountain, Rocky Mountain National Park",,,avalanche,backcountry_skiing,minor,0,1,
64,avalanche,0de41d79-d820-4480-85e4-0ba8c9cbf368,2025-03-07,39.039868,-107.1923153,CO,Yule Creek,,,avalanche,backcountry_skiing,minor,0,1,
65,avalanche,40abb1ea-d711-41f4-85de-2c8742d1c0fb,2025-03-07,40.6911357,-111.1980156,UT,"Hoyt Peak, northeast of Kamas",,,avalanche,backcountry_skiing,fatal,1,1,"At approximately 5:00 PM on March 7, 2025, the Summit County Sheriff's Office (SCSO) received a report of an adult male skier who had not returned home as expected.

The individual was believed to have been skiing alone in the backcountry area near Hoyt Peak, located northeast of Kamas City.
Search and Rescue (SAR) resources were immediately deployed and initiated a coordinated search. Due to hazardous and ineffective searching conditions, SAR commanders made the decision to temporarily suspend the search late on March 7, with plans to resume operations at sunrise. Search efforts resumed at first light on March 8.

During the initial search, SAR teams identified an area where an avalanche had recently occurred. It was unclear at that time whether the overdue skier had been involved in the avalanche. Due to extremely hazardous conditions, additional resources were requested to assist with avalanche mitigation, allowing searchers to operate safely and effectively.

Tragically, at 10:49 AM on March 8, the overdue skier was found deceased. It was determined the person involved in the accident was 51 year old, Micheal Janulaitis from Marion, Utah. Micheal used a snowbike to access the terrain, but was caught, carried, and killed in an avalanche while skiing a steep, northeast facing run in Hoyt Bowl.

<a href=""https://utahavalanchecenter.org/avalanche/94669"">UAC Report</a>"
66,avalanche,8e753a4c-fc46-449e-97c4-3db63c57e2ec,2025-03-06,40.5208158,-105.8925128,CO,South Diamond Peak,,,avalanche,backcountry_skiing,minor,0,1,
67,avalanche,5f9fab07-a2b2-4a86-954f-717217ea7b31,2025-03-06,40.3114305,-105.6777353,CO,"Flattop Mountain, Rocky Mountain National Park",,,avalanche,backcountry_skiing,minor,0,1,
68,avalanche,28d052e7-3a17-4b07-8669-51d85a177656,2025-03-04,60.8579722,-148.9520214,AK,West Fork Twentymile River,,,avalanche,backcountry_skiing,fatal,3,3,"Around 3:30 PM on March 4, 2025, three clients from a helicopter-based ski guiding operation were caught, buried, and killed in an avalanche. The accident occurred in the west fork of the Twentymile River drainage outside of Girdwood, Alaska. Guides from the operation located the three skiers using avalanche rescue transceivers. The guides determined the skiers were buried between 40 and nearly 100 feet deep. They were unable to complete a recovery due to the burial depth. You can find more information about this accident on the <a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"">Chugach National Forest Avalanche Information Center's webpage.</a>"
69,avalanche,4b4426c1-0f95-4cfa-94b4-4f7d69005be9,2025-02-28,48.7209662,-120.6695201,WA,Harts Pass,,,avalanche,snowmobiling,fatal,1,4,"On Friday, February 28, three snowmobilers were riding near Harts Pass in the Northwest Avalanche Center's (NWAC) East North zone when they triggered a large slab avalanche. Two riders were caught and carried. One rider was fully buried and killed. The other was partially buried and injured. <a href=""https://nwac.us/"">NWAC</a>is working with local avalanche professionals to conduct an investigation. Our deepest condolences to the family, friends, and community."
70,avalanche,941adbde-11f5-452f-9d29-609c8ba4ea35,2025-02-25,37.8533975,-107.8431967,CO,Yellow Mountain,,,avalanche,backcountry_skiing,serious,0,2,"On Tuesday, February 25th, 2025, a skier unintentionally triggered an avalanche on a steep north-facing below treeline slope west of the town of Ophir in an area locally known as Mine Dump. This was a Persistent Slab avalanche that failed on a layer of faceted crystals in the upper snowpack and stepped down to deeper buried weak layers. The avalanche carried the skier into a tree, and he was injured. The skier's partner alerted a friend via radio, who called San Miguel County Search and Rescue (SMCSG). SMCSG evacuated the skier to a waiting ambulance, and he was flown via helicopter to the hospital. "
